dt,absolute_humidity,accxnegmax,accxposmax,accynegmax,accyposmax,accznegmax,acczposmax,batt,co2,dewpoint,humidity,laeqx,lafmax,lafmin,light,pm10p0,pm1p0,pm2p5,pm4p0,pressure,rsrp,snr,temperature,tvoc,uptime
2024-12-22 18:27:18.298Z,5.419040873124003,,,,,,,40,669,2.4485173,33.58200454711914,44.903629302978516,56.97267532348633,32.84052658081055,140.0,,,,,976.9937744140625,-93.0,-4.0,18.82354164123535,0,1222925
2024-12-22 18:37:18.133Z,5.4021797502600135,,,,,,,40,673,2.4044778,33.487396240234375,45.56999588012695,72.43318939208984,33.45096969604492,0.0,0.0,0.0,0.0,0.0,977.1525268554688,-92.0,-4.0,18.818506240844727,0,1223525
2024-12-22 18:47:17.974Z,5.405486033957703,,,,,,,40,674,2.4138722,33.478240966796875,41.38338851928711,56.2735481262207,33.23417282104492,28.0,,,,,977.158203125,-92.0,-3.0,18.8336124420166,1,1224125
2024-12-22 18:57:17.812Z,5.390421510078762,,,,,,,40,680,2.3717432,33.493499755859375,41.445064544677734,59.00898361206055,32.50894546508789,56.0,,,,,977.2407836914062,-92.0,-2.0,18.778223037719727,2,1224725
2024-12-22 19:07:18.212Z,5.384313651548335,,,,,,,40,685,2.3542225,33.514862060546875,42.70194625854492,59.61080551147461,33.07988357543945,0.0,,,,,977.2846069335938,-92.0,-5.0,18.748010635375977,3,1225325
2024-12-22 19:17:18.052Z,5.3878742424250445,,,,,,,40,687,2.3627002,33.56674575805664,44.1875,64.3304672241211,35.3985710144043,168.0,,,,,977.3649291992188,-92.0,-4.0,18.7329044342041,2,1225925
2024-12-22 19:27:17.973Z,5.3822453568269735,,,,,,,40,688,2.3474915,33.55148696899414,43.365352630615234,59.96751022338867,33.71174240112305,0.0,,,,,977.520263671875,-92.0,-4.0,18.72283363342285,3,1226525
2024-12-22 19:37:18.063Z,5.379802797160921,,,,,,,40,690,2.3400495,33.57590103149414,43.217342376708984,63.340633392333984,34.2551383972168,0.0,0.0,0.0,0.0,0.0,977.7003784179688,-92.0,-5.0,18.70269203186035,3,1227125
2024-12-22 19:47:17.893Z,5.3883640869703155,,,,,,,40,697,2.3639765,33.56979751586914,48.0144157409668,78.83744049072266,35.73662185668945,0.0,,,,,977.7951049804688,-92.0,-5.0,18.7329044342041,0,1227725
2024-12-22 19:57:17.812Z,5.381388949855174,,,,,,,40,697,2.3433843,33.61557388305664,47.71598434448242,74.57781219482422,36.088497161865234,84.0,,,,,977.927734375,-93.0,-4.0,18.687585830688477,2,1228325
2024-12-22 20:07:17.897Z,5.389093366870736,,,,,,,40,697,2.3642704,33.63388442993164,46.14199447631836,70.87940216064453,33.99147415161133,0.0,,,,,977.934814453125,-92.0,-4.0,18.70269203186035,4,1228925
2024-12-22 20:17:18.940Z,5.381503224179715,,,,,,,40,698,2.3428788,33.64609146118164,44.101993560791016,62.90934371948242,33.72738265991211,28.0,,,,,977.981201171875,-95.0,-3.0,18.6724796295166,0,1229525
2024-12-22 20:27:18.858Z,5.382967558709597,,,,,,,40,699,2.3466978,33.65524673461914,41.10880661010742,51.03916549682617,33.319637298583984,0.0,,,,,978.1021118164062,-95.0,-5.0,18.6724796295166,2,1230125
2024-12-22 20:37:18.297Z,5.400700393263732,,,,,,,40,697,2.394211,33.71628189086914,40.897884368896484,50.18598556518555,32.58549880981445,28.0,0.0,0.0,0.0,0.0,978.1932373046875,-92.0,-5.0,18.697656631469727,2,1230725
2024-12-22 20:47:17.867Z,5.415201819205818,,,,,,,40,699,2.4345493,33.70712661743164,40.467708587646484,59.76206970214844,32.81792068481445,28.0,,,,,978.271484375,-93.0,-5.0,18.748010635375977,1,1231325
2024-12-22 20:57:17.732Z,5.411769868671465,,,,,,,40,701,2.4256444,33.68576431274414,41.27457046508789,60.357032775878906,33.69564437866211,112.0,,,,,978.39013671875,-93.0,-5.0,18.748010635375977,1,1231925
2024-12-22 21:07:18.213Z,5.408681344713592,,,,,,,40,701,2.416288,33.71628189086914,39.67805099487305,44.411006927490234,31.490453720092773,28.0,,,,,978.4424438476562,-103.0,-4.0,18.72283363342285,2,1232525
2024-12-22 21:17:17.574Z,5.417361952475409,,,,,,,40,703,2.4385455,33.78036880493164,39.15143966674805,43.32603073120117,31.54530143737793,0.0,,,,,978.519287109375,-102.0,-2.0,18.717798233032227,0,1233125
2024-12-22 21:27:17.893Z,5.422915706322445,,,,,,,40,703,2.4542792,33.76511001586914,41.26857376098633,69.64823150634766,31.86402702331543,56.0,,,,,978.5108032226562,-102.0,-3.0,18.74297523498535,0,1233725
2024-12-22 21:37:17.731Z,5.424744638932318,,,,,,,40,705,2.458749,33.78647232055664,39.574092864990234,49.82924270629883,31.82306480407715,56.0,0.0,0.0,0.0,0.0,978.5805053710938,-102.0,-1.0,18.737939834594727,0,1234325
2024-12-22 21:47:17.572Z,5.430436039615615,,,,,,,40,704,2.475089,33.76205825805664,41.06222152709961,65.24237823486328,31.8300838470459,0.0,,,,,978.7222290039062,-103.0,-2.0,18.768152236938477,0,1234925
2024-12-22 21:57:17.975Z,5.422065720274522,,,,,,,40,704,2.4523447,33.74985122680664,39.13291549682617,43.26589584350586,31.667158126831055,0.0,,,,,978.7965087890625,-101.0,-3.0,18.748010635375977,0,1235525
2024-12-22 22:07:17.813Z,5.425987949456639,,,,,,,40,705,2.4625044,33.77426528930664,39.221134185791016,43.2750129699707,31.697904586791992,0.0,,,,,978.8758544921875,-102.0,-3.0,18.748010635375977,0,1236125
2024-12-22 22:17:17.652Z,5.418472451338266,,,,,,,40,706,2.4416926,33.77731704711914,39.25740432739258,43.400142669677734,31.619169235229492,0.0,,,,,979.07080078125,-104.0,-3.0,18.72283363342285,1,1236725
2024-12-22 22:27:17.492Z,5.421010794227092,,,,,,,40,707,2.4474685,33.82309341430664,39.22616958618164,43.201847076416016,31.669363021850586,0.0,,,,,979.180908203125,-105.0,-2.0,18.707727432250977,0,1237325
2024-12-22 22:37:18.211Z,5.423101918924051,,,,,,,40,707,2.4531548,33.826148986816406,39.48891067504883,49.076480865478516,31.708860397338867,0.0,0.0,0.0,0.0,0.0,979.3732299804688,-105.0,-2.0,18.7127628326416,0,1237925
2024-12-22 22:47:18.531Z,5.422163360594026,,,,,,,40,707,2.4517944,33.78036880493164,39.28166580200195,43.333927154541016,31.51288414001465,0.0,,,,,979.501708984375,-105.0,-3.0,18.7329044342041,1,1238525
2024-12-22 22:57:17.892Z,5.421541875849579,,,,,,,40,706,2.4499161,33.78647232055664,39.1624870300293,45.21407699584961,31.30837059020996,0.0,,,,,979.5789794921875,-102.0,-1.0,18.727869033813477,1,1239125
2024-12-22 23:07:17.824Z,5.420876894825368,,,,,,,40,706,2.4468536,33.83224868774414,39.014347076416016,42.9868278503418,31.18946647644043,28.0,,,,,979.714599609375,-106.0,-4.0,18.70269203186035,2,1239725
2024-12-22 23:17:17.572Z,5.404533477141935,,,,,,,40,704,2.402031,33.82004165649414,39.091487884521484,44.32548141479492,31.223112106323242,28.0,,,,,979.9297485351562,-101.0,0.0,18.657373428344727,1,1240325
