dt,absolute_humidity,accxnegmax,accxposmax,accynegmax,accyposmax,accznegmax,acczposmax,altitude,batt,co2,dewpoint,fdebug1,fdebug2,fdebug3,humidity,laeqx,lafmax,lafmin,latitude,light,longitude,pm10p0,pm1p0,pm2p5,pm4p0,pressure,rsrp,shock,snr,temperature,tvoc,uptime
2024-11-28 23:47:34.858Z,7.513220658333879,,,,,,,,80,609,7.2759004,,,,39.703914642333984,42.19856643676758,46.28018569946289,34.40250778198242,,0.0,,,,,,1006.3772583007812,-95.0,,4.0,21.567834854125977,73,3400929
2024-11-28 23:57:35.595Z,7.489542933036099,,,,,,,,80,608,7.229764,,,,39.57878875732422,42.688106536865234,52.729732513427734,33.57284927368164,,84.0,,,,,,1006.394287109375,-95.0,,-2.0,21.567834854125977,75,3401529
2024-11-29 00:07:35.414Z,7.504420456786013,,,,,,,,80,610,7.2590313,,,,39.645931243896484,42.79152297973633,47.7205696105957,34.80109786987305,,0.0,,,,,,1006.3627319335938,-95.0,,4.0,21.5728702545166,68,3402129
2024-11-29 00:17:35.374Z,7.530151868870495,,,,,,,,80,618,7.309603,,,,39.758846282958984,41.46364212036133,52.943904876708984,33.98979568481445,,0.0,,,,,,1006.0294799804688,-94.0,,4.0,21.58294105529785,70,3402729
2024-11-29 00:27:35.143Z,7.5174360975954695,,,,,,,,80,632,7.284891,,,,39.691707611083984,42.24264907836914,49.25352096557617,33.387577056884766,,84.0,,1.0122759342193604,0.42600199580192566,0.7017109990119934,0.9020659923553467,1006.02734375,-94.0,,4.0,21.58294105529785,66,3403329
2024-11-29 00:37:35.031Z,7.532127909106101,,,,,,,,80,676,7.3163366,,,,39.642879486083984,42.015743255615234,51.57765197753906,34.10396957397461,,196.0,,,,,,1006.0248413085938,-94.0,,4.0,21.638330459594727,63,3403929
2024-11-29 00:47:34.949Z,7.5174868335200165,,,,,,,,80,705,7.288149,,,,39.55437469482422,42.79414749145508,47.89774703979492,36.0908088684082,,112.0,,,,,,1006.130126953125,-94.0,,3.0,21.64336585998535,60,3404529
2024-11-29 00:57:36.151Z,7.506144883739708,,,,,,,,80,721,7.2676535,,,,39.42620086669922,42.38698959350586,50.202274322509766,33.90433883666992,,0.0,,,,,,1006.3494262695312,-94.0,,3.0,21.6735782623291,59,3405129
2024-11-29 01:07:35.047Z,7.476025369171184,,,,,,,,80,730,7.2096796,,,,39.23393630981445,41.50065231323242,47.55179977416992,34.20681381225586,,0.0,,,,,,1006.3872680664062,-94.0,,4.0,21.688684463500977,56,3405729
2024-11-29 01:17:35.905Z,7.489078995166857,,,,,,,,80,726,7.2356977,,,,39.27971267700195,41.79671859741211,48.67673110961914,34.35783004760742,,252.0,,,,,,1006.4058227539062,-95.0,,3.0,21.698755264282227,58,3406329
2024-11-29 01:27:35.379Z,7.4917583241009025,,,,,,,,80,727,7.242239,,,,39.23698806762695,43.03947067260742,60.642887115478516,34.58012771606445,,112.0,,0.9421589970588684,0.8909629583358765,0.9421589970588684,0.9421589970588684,1006.5736694335938,-94.0,,4.0,21.72393226623535,54,3406929
2024-11-29 01:37:35.849Z,7.482302418650928,,,,,,,,80,724,7.226668,,,,39.06303405761719,42.17006301879883,49.02861404418945,34.10105514526367,,0.0,,,,,,1006.5755004882812,-95.0,,4.0,21.779321670532227,55,3407529
2024-11-29 01:47:34.696Z,7.475287856035666,,,,,,,,80,718,7.212962,,,,39.02641296386719,42.13986587524414,61.16402816772461,33.960269927978516,,56.0,,,,,,1006.4505615234375,-95.0,,5.0,21.779321670532227,53,3408129
2024-11-29 01:57:35.128Z,7.471780574728035,,,,,,,,80,714,7.206105,,,,39.00810241699219,42.031986236572266,46.325069427490234,34.22281265258789,,28.0,,,,,,1006.49658203125,-95.0,,4.0,21.779321670532227,54,3408729
2024-11-29 02:07:35.035Z,7.4509216679871875,,,,,,,,80,712,7.165004,,,,38.91044998168945,42.7629508972168,47.671817779541016,36.412349700927734,,56.0,,,,,,1006.3935546875,-95.0,,4.0,21.7742862701416,54,3409329
2024-11-29 02:17:34.867Z,7.4643616300199955,,,,,,,,80,711,7.191329,,,,38.98063659667969,42.41360092163086,48.66671371459961,34.12637710571289,,0.0,,,,,,1006.3689575195312,-96.0,,4.0,21.7742862701416,53,3409929
2024-11-29 02:27:34.711Z,7.434933503819876,,,,,,,,80,710,7.133108,,,,38.84941101074219,42.014217376708984,56.02358627319336,33.94082260131836,,0.0,,1.872568964958191,0.8964249491691589,1.3614228963851929,1.6911789178848267,1006.2728881835938,-95.0,,4.0,21.76421546936035,55,3410529
