dt,absolute_humidity,accxnegmax,accxposmax,accynegmax,accyposmax,accznegmax,acczposmax,batt,co2,dewpoint,humidity,laeqx,lafmax,lafmin,light,pm10p0,pm1p0,pm2p5,pm4p0,pressure,rsrp,shock,snr,temperature,tvoc,uptime
2024-11-27 15:39:01.826Z,11.157625866500467,-0.1532279998064041,78.14627075195312,-0.45968398451805115,78.14627075195312,-9.806591987609863,68.95259094238281,60,1062,13.108493,64.62490844726562,45.29677200317383,71.00658416748047,34.81259536743164,,,,,,1002.4564819335938,-87.0,78.14627075195312,-1.0,19.9816837310791,0,3285730
2024-11-27 15:49:01.669Z,11.041343055249364,0.03830399736762047,0.03830399736762047,0.19151999056339264,0.19151999056339264,-9.499390602111816,-9.499390602111816,60,1050,12.946632,64.0450668334961,45.11013412475586,58.315940856933594,34.75689697265625,,130.4571075439453,19.800987243652344,69.91439056396484,108.9724349975586,1002.484375,-88.0,,-1.0,19.956506729125977,0,3286330
2024-11-27 15:59:01.574Z,10.921598145309462,,,,,,,60,1042,12.775022,63.66664505004883,42.74442672729492,58.4362907409668,33.824893951416016,,,,,,1002.5355224609375,-89.0,,-1.0,19.87090492248535,0,3286930
2024-11-27 16:09:01.677Z,10.763023940478078,,,,,,,60,1050,12.542005,63.37062072753906,42.60490798950195,69.09003448486328,34.396480560302734,,,,,,1002.5706176757812,-89.0,,-4.0,19.6997013092041,0,3287530
2024-11-27 16:19:01.669Z,10.597636252373837,,,,,,,60,1060,12.296012,63.0410270690918,44.779178619384766,67.3558120727539,33.876651763916016,,,,,,1002.6986694335938,-88.0,,-1.0,19.523462295532227,0,3288130
2024-11-27 16:29:01.753Z,10.450112562845655,,,,,,,60,1057,12.072767,62.80603790283203,41.174556732177734,57.481197357177734,34.07441329956055,,,,,,1002.7147216796875,-88.0,,-5.0,19.34722328186035,0,3288730
2024-11-27 16:39:01.662Z,10.294091679221262,,,,,,,60,1052,11.831191,62.71143341064453,42.22232437133789,67.32180786132812,34.24164962768555,,,,,,1002.849609375,-88.0,,-1.0,19.1155948638916,0,3289330
2024-11-27 16:49:02.178Z,10.216444634010289,,,,,,,60,1046,11.704331,63.0135612487793,44.753055572509766,60.14015579223633,34.436161041259766,,148.49591064453125,19.924381256103516,78.0533218383789,123.49808502197266,1002.8129272460938,-89.0,,-4.0,18.90410804748535,0,3289930
2024-11-27 16:59:03.659Z,10.145309982806554,,,,,,,60,1046,11.588709,63.20582580566406,41.68830490112305,57.35169219970703,33.93997573852539,,,,,,1002.8895263671875,-90.0,,-6.0,18.7329044342041,0,3290530
2024-11-27 17:09:01.492Z,10.064269501504095,,,,,,,60,1046,11.4575405,63.33399963378906,41.96609878540039,54.49824523925781,34.27756881713867,,,,,,1002.8597412109375,-88.0,,-1.0,18.56170082092285,0,3291130
2024-11-27 17:19:01.559Z,9.965995470413915,,,,,,,60,1039,11.297665,63.46217727661133,40.65996170043945,47.185787200927734,33.966182708740234,,,,,,1002.93505859375,-90.0,,-3.0,18.36028480529785,3,3291730
2024-11-27 17:29:05.897Z,9.877421813836799,,,,,,,60,1023,11.154501,63.44081497192383,40.98762893676758,46.9965934753418,34.177608489990234,,,,,,1002.9609375,-90.0,,-7.0,18.214258193969727,0,3292330
2024-11-27 17:39:01.653Z,9.805091416008317,,,,,,,60,1015,11.0352545,63.52016067504883,41.195308685302734,51.31019973754883,34.23305892944336,,,,,,1002.9953002929688,-88.0,,-1.0,18.0682315826416,5,3292930
2024-11-27 17:49:01.860Z,9.752885929203087,,,,,,,60,1006,10.948133,63.614768981933594,41.112361907958984,47.66877365112305,34.283260345458984,,12.287718772888184,6.724120616912842,9.425707817077637,11.27208137512207,1003.0106201171875,-90.0,,-4.0,17.952417373657227,0,3293530
2024-11-27 17:59:01.439Z,9.695115372208912,,,,,,,60,991,10.852867,63.614768981933594,41.20559310913086,52.500511169433594,33.059749603271484,,,,,,1003.0975952148438,-88.0,,-4.0,17.851709365844727,2,3294130
2024-11-27 18:09:01.433Z,9.575452880483462,,,,,,,60,983,10.65766,63.37367248535156,43.67918014526367,56.510154724121094,33.468868255615234,,,,,,1003.091064453125,-90.0,,-4.0,17.7056827545166,2,3294730
2024-11-27 18:19:01.494Z,9.525495286531973,,,,,,,60,974,10.568874,63.703269958496094,41.05795669555664,54.772789001464844,32.69515609741211,,,,,,1003.1678466796875,-89.0,,-3.0,17.529443740844727,2,3295330
2024-11-27 18:29:01.594Z,9.469886063830618,,,,,,,60,979,10.471636,63.938255310058594,40.279170989990234,46.036678314208984,32.68880081176758,,,,,,1003.182373046875,-90.0,,-3.0,17.368310928344727,0,3295930
2024-11-27 18:39:01.760Z,9.37921852777828,,,,,,,60,989,10.317429,63.97182846069336,40.38164138793945,45.96750259399414,32.69417953491211,,,,,,1003.152587890625,-90.0,,-3.0,17.197107315063477,2,3296530
